source,city,type,title,price,size,phone,link,date
propertypro,Nigeria,sale,"3 bedroom Terraced Duplex, House in Lekki Lagos | Terraced Duplex, House for sale in Lekki | Terraced Duplex, House in Lekki | 3 bedroom",130000000,Unknown,N/A,https://propertypro.ng/property/3-bedroom-house-for-sale-ajah-lekki-lagos-2QFYD,2026-09-24
propertypro,Nigeria,sale,"4 bedroom Terraced Duplex, House in Lekki Phase 1 Lekki Lagos | Terraced Duplex, House for sale in Lekki | Terraced Duplex, House in Lekki | 4 bedroom",350000000,Unknown,N/A,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-8PRDK,2026-09-24
propertypro,Nigeria,sale,"4 bedroom Semi Detached Duplex, House in Katampe Abuja | Semi Detached Duplex, House for sale in Katampe | Semi Detached Duplex, House in Katampe | 4 bedroom",216000000,Unknown,N/A,https://propertypro.ng/property/4-bedroom-house-for-sale-rock-hampton-katampe-abuja-7NRJX,2026-09-24
propertypro,Nigeria,sale,"4 bedroom Terraced Duplex, House in Life Camp Abuja | Terraced Duplex, House for sale in Life Camp | Terraced Duplex, House in Life Camp | 4 bedroom",260000000,Unknown,N/A,https://propertypro.ng/property/4-bedroom-house-for-sale-derrick-homes-dape-life-camp-life-camp-abuja-4PUVN,2026-09-24
propertypro,Nigeria,sale,"5 bedroom Terraced Duplex, House in Life Camp Abuja | Terraced Duplex, House for sale in Life Camp | Terraced Duplex, House in Life Camp | 5 bedroom",270000000,Unknown,N/A,https://propertypro.ng/property/5-bedroom-house-for-sale-derrick-homes-dape-life-camp-life-camp-abuja-6PUWA,2026-09-24
propertypro,Nigeria,sale,"5 bedroom Detached Duplex, House in Dape Abuja | Detached Duplex, House for sale in Dape | Detached Duplex, House in Dape | 5 bedroom",318000000,Unknown,N/A,https://propertypro.ng/property/5-bedroom-house-for-sale-derrick-homes-dape-life-camp-dape-abuja-3PXDH,2026-09-24
propertypro,Nigeria,sale,"4 bedroom Terraced Duplex, House in Dape Abuja | Terraced Duplex, House for sale in Dape | Terraced Duplex, House in Dape | 4 bedroom",250000000,Unknown,N/A,https://propertypro.ng/property/4-bedroom-house-for-sale-derrick-homes-dape-life-camp-dape-abuja-5PXDM,2026-09-24
propertypro,Nigeria,sale,"2 bedroom Terraced Duplex, House in Lugbe Abuja | Terraced Duplex, House for sale in Lugbe | Terraced Duplex, House in Lugbe | 2 bedroom",85000000,Unknown,N/A,https://propertypro.ng/property/2-bedroom-house-for-sale-aco-lugbe-abuja-6QEZC,2026-09-24
propertypro,Nigeria,sale,"4 bedroom Terraced Duplex, House in Lugbe Abuja | Terraced Duplex, House for sale in Lugbe | Terraced Duplex, House in Lugbe | 4 bedroom",120000000,Unknown,N/A,https://propertypro.ng/property/4-bedroom-house-for-sale-aco-after-glory-dome-lugbe-abuja-4QEZG,2026-09-24
propertypro,Nigeria,sale,"5 bedroom Detached Duplex, House in Mabushi Abuja | Detached Duplex, House for sale in Mabushi | Detached Duplex, House in Mabushi | 5 bedroom",450000000,Unknown,N/A,https://propertypro.ng/property/5-bedroom-house-for-sale-mabushi-abuja-mabushi-abuja-2QFXM,2026-09-24
propertypro,Nigeria,sale,"5 bedroom Semi Detached Duplex, House in Ikoyi Lagos | Semi Detached Duplex, House for sale in Ikoyi | Semi Detached Duplex, House in Ikoyi | 5 bedroom",1600000000,Unknown,N/A,https://propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-3QBWC,2026-09-24
propertypro,Nigeria,sale,"5 bedroom Semi Detached Duplex, House in Ikate Lekki Lagos | Semi Detached Duplex, House for sale in Lekki | Semi Detached Duplex, House in Lekki | 5 bedroom",480000000,Unknown,N/A,https://propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-9QBUP,2026-09-24
propertypro,Nigeria,sale,"5 bedroom Semi Detached Duplex, House in Ikoyi Lagos | Semi Detached Duplex, House for sale in Ikoyi | Semi Detached Duplex, House in Ikoyi | 5 bedroom",2700000000,Unknown,N/A,https://propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-2QBVV,2026-09-24
propertypro,Nigeria,sale,"5 bedroom Terraced Duplex, House in Ikoyi Lagos | Terraced Duplex, House for sale in Ikoyi | Terraced Duplex, House in Ikoyi | 5 bedroom",1400000000,Unknown,N/A,https://propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-6QBUR,2026-09-24
propertypro,Nigeria,sale,"5 bedroom Semi Detached Duplex, House in Ikoyi Lagos | Semi Detached Duplex, House for sale in Ikoyi | Semi Detached Duplex, House in Ikoyi | 5 bedroom",1600000000,Unknown,N/A,https://propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-9QBWD,2026-09-24
